slot,block_time,tx_signature,token_mint_a,token_mint_b,token_vault_a,token_vault_b,num_swaps,token_amount_a,token_amount_b,pre_balance_a,pre_balance_b,post_balance_a,post_balance_b,decimals_a,decimals_b,token_price_a,token_price_b,token_ema_a,token_ema_b
372402264,1760082886,5JdK4Ra5doLSNmrcfac2P5EtZKtZneWQG4Rzej4MDvp9g1KsuwzsY4E2nc2LMRha4DnkmUnmZDGGXzQvq5WZfTi4,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16096404.095967,15233917.874891,16094846.269301,15235476.023852,6,6,0.99972309,0.99983795,0.99976304,0.99981296
372402233,1760082874,2egSKFYzGCEivzE8v9Nn3KFogPnA6hU41KNxLkCWFDS7fnMgjB9BV7Atnt6p14adcg7De2ieVXyCftTo7T9SA8aa,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16094845.957687,15235476.023852,16096404.095967,15233917.874891,6,6,0.9997739800000001,0.9998389200000001,0.9997630200000001,0.9998128700000001
372402197,1760082859,3rX4GPxdk7avsHSiPTEL2K4JCZBHAySF9XwfsKJnmwTdFqarzwdVtLqAsSzcCxenKgw8wYJAQ7NMp7g4ttXtHEoU,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16096404.095967,15233917.563212,16094845.957687,15235476.023852,6,6,0.99976496,0.99983986,0.99976305,0.9998127800000001
372401804,1760082705,bt7sHChGWDoiwCGSSDJ1R7CRTKR7X4tk1dkKvL2nCuoEj33zn6haTmwPjcMB54nFjTK3knmtN2exqM3K6mf3PGY,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16094845.646011,15235476.023852,16096404.095967,15233917.563212,6,6,0.99977744,0.99983633,0.9997626700000001,0.9998117400000001
372401772,1760082691,EXkuXZWRmSf929oRoGEfjAh1QfRHZbMQmUYU58uuauCxmf26DDcs1riqZXY7vLsgiXPkZWzkuugrs4b9zFfMwXc,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16096404.095967,15233917.251472,16094845.646011,15235476.023852,6,6,0.9997560400000001,0.99983756,0.99976266,0.99981168
372401289,1760082497,5uRR7HH2ybqJ8BM2vnsMW1kJ34ubKGjSnq94HJyFdDvWPLtoPHppoCvpKqbEXNojcX2pwzuo5oDsa5q9n6QTyjjZ,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16024201.617655,15306120.43469,16096404.095967,15233917.251472,6,6,0.9997532,0.9998397,0.99976255,0.99981012
372401209,1760082464,3Pk2ADSecNZ8scytTrbo1hBaneiiKc9CJyeodfQEyCiLJpXXUdiHayMtP7cKeYqsJNaC5uwLRhSw1SUNcbUQ35g9,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,0.0,0.0,0.0,0.0,0,0,0.99975907,0.99983771,0.99976277,0.99980988
372401180,1760082452,5kwV5PwvVU5hz5LhTmAd78GNRY7QJ9CuAc9E8jL7sV9Kq9NswPeuJB7njT3Kb6QCXQ4tmPZkwB4odVMLak5SSMmA,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16022642.865224,15307679.20707,16024201.617655,15306120.43469,6,6,0.99977448,0.99983454,0.9997626900000001,0.9998098
372401152,1760082441,3NpdmfF5x4N9JQESuNqeeaJrqSZc9S2Vou6yxBScJM7Hy4aFkjEh67vwChEds1L4mYwBSAFr1aFSrcKXDGTeZZw3,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16024201.617655,15306120.122887,16022642.865224,15307679.20707,6,6,0.9997689200000001,0.99983594,0.99976271,0.9998097
372401124,1760082429,5kvRwnkwk359mThGNXG2kG3LYYNpCNb1Z6HMqPWa2pMGo3yNySPNSzzSRH4WDznvxh8MhhoaHWE8kUASgokhyVTP,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16022642.553425,15307679.20707,16024201.617655,15306120.122887,6,6,0.999769,0.9998328400000001,0.99976274,0.9998096000000001
372401117,1760082427,3ivfJ54qHiNthFmNhoDsAdtLXXw8W29eWVEoDULA8vrypBD9n2Z3bEBtBhZ38cVZP97evvpXDUF8yb3Mai7aDXLE,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,2633.636698,15307682.228474,2633.636698,15307679.20707,6,6,0.99975021,0.9998278500000001,0.99976275,0.99980959
372401021,1760082387,3adhQ61gTM9DhgPKwwMK9rLmSkGziNS9yiq5YXB38EkUudSdmStW7rvsqPPSvuffWoj9eKPzrsPJevwYrMnQJthJ,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16024209.126214,15306122.832426,16022650.061984,15307682.228474,6,6,0.99975651,0.99982453,0.99976279,0.99980943
372401000,1760082379,2FviAEVqn3B9XekJUjrYk4JuBjDitmfyXYqrx5q5rBC8Lcxwtvo12cA3B6ccCCQGozMe9yDXGfFAFvn1QZTZSw4M,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16022649.750123,15307682.228474,16024209.126214,15306122.832426,6,6,0.9997859800000001,0.99982157,0.99976277,0.99980941
372400974,1760082369,3xYLpeyaC2aso6HQP3JTFH2NPK4ZckWx4bPqBZuQjijVfsQrBVBZStAnt8MQYscEybwz1j179ihRYE9R28bgyMxP,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16024209.126214,15306122.520499,16022649.750123,15307682.228474,6,6,0.9997536100000001,0.9998235600000001,0.99976282,0.9998094000000001
372400947,1760082358,3rAFRANGAvdCTpt89dEpy7NUCbwncdjK7bgoL1cMpAQVfquLt5YcYnLfLEqRwKmBChBZMPBR7nQ9MY5KfX3Fn4kv,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16022649.4382,15307682.228474,16024209.126214,15306122.520499,6,6,0.99974152,0.99981961,0.99976285,0.9998094000000001
372400928,1760082350,5FmXW7A9ppvVxH5m5xnGg6KSeNTQSgEdBxVPk3qMAKevTahzR2EFUjNi4hRsot9VFTm5mPrHp1hjaJhiJZCfhnji,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16024209.126214,15306122.208509,16022649.4382,15307682.228474,6,6,0.99974747,0.99982033,0.99976285,0.9998094000000001
372400852,1760082321,2NdWmnVrG3y6HzCYCRhtq9KZFzqLoHcqjNAixim2j5HWFaeirB5TPDR28mQdKnGBZA92sUGGin1GH51wWbsnnWpz,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16022649.126214,15307682.228474,16024209.126214,15306122.208509,6,6,0.99976506,0.99982537,0.9997629,0.9998093100000001
372400802,1760082301,4T9tp4Se8zpuUAqf6vPMWsGWp9326G9FNenHXcUpG1oqxXkXmpj5hTfitv9BHsxzSLy8aVd5mNRV3hHJgbtVBUPF,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16021649.126214,15308682.241377,16022649.126214,15307682.228474,6,6,0.9997307,0.99982053,0.9997628000000001,0.99980925
372400776,1760082291,2tNZViBhGhjX8raz2YSoPvEH9JLUJnrDqgcDvRtTuBSeVruJrNTHVaXhCK6w74aT1XDsgfHL8uuj1xpVxkP1vG3r,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16021620.588218,15308710.779742,16021649.126214,15308682.241377,6,6,0.99976246,0.9998165800000001,0.99976285,0.9998092000000001
372400700,1760082260,hwGpVCoLPspCvNnyzqFT2xMLC6aJtZVkgPAGqFrkGvkS7d39WVTT5mjhDcpT5y5eWQT9r8XVRDVR8df2woj4xBo,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16023209.126214,15307121.903522,16021620.588218,15308710.779742,6,6,0.9997543400000001,0.9998306,0.99976285,0.99980903
372400668,1760082248,3bJj1WxDcGpufCfV95tdqDZazK5qaW8f3mfxjxbH3DZx44iZKWswT7XfuLdLKLu5pWEjFrLG7nuupCEugKYvQruK,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16021620.270461,15308710.779742,16023209.126214,15307121.903522,6,6,0.9997512900000001,0.99983116,0.99976279,0.99980899
372400556,1760082204,cH8bnJx5ioHp9LzvrC1Pc5AkoikphhMS6Y1HgCwtx97d38pcsZPALAwvNDfHSaMkpJdevwVHPJxTcSbqxv2bMm1,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16023209.126214,15307121.585697,16021620.270461,15308710.779742,6,6,0.99974754,0.9998400000000001,0.9997627800000001,0.99980868
372400520,1760082189,4yvZ7iDbgA8fjZhT5cPEnW6YaNES5DNeRU5K4mTf9EfYuFF7Fy8udBQTb5Qu2bZvfu5KhyLC1jxpDxhqVQMUctLY,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16021619.95264,15308710.779742,16023209.126214,15307121.585697,6,6,0.99977746,0.99984054,0.9997629100000001,0.9998085600000001
372400493,1760082178,2bCxD3nUpenNU7FfQvqdkZWXxYnjCEs3heubZRdxt5nSeV5bmH63AFvzEzHyt92NZ9XiFfvBRfrecc3nbJpaejxr,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16023209.126214,15307121.267808,16021619.95264,15308710.779742,6,6,0.99977757,0.9998400000000001,0.99976284,0.9998084500000001
372400384,1760082135,2szy8eLd3TWHuvWkMCj6pmtdfNBL1RMdGxMsVzDP4wUKTuuLXKKDfXyXauUWPFzqmYgiFTYgx5EW3VRZeB6hBi1E,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16021619.634755,15308710.779742,16023209.126214,15307121.267808,6,6,0.9997239800000001,0.99983666,0.9997631,0.99980817
372400349,1760082120,4uQgRs9VUhzrcDuzzvb1UK1aFCj4R9YtUAPZiVfGLmV1xfLEnMPJ9VsbB4mdW3ULCrq2QRDLDGKPJS3hztWy6f9x,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16023209.126214,15307120.949857,16021619.634755,15308710.779742,6,6,0.99970278,0.9998344,0.99976336,0.99980804
372400302,1760082101,3wZyfEYP4nf6cBFFzAVjAk2k7oS66JASfcc8fcMzD1EgnVVbatpawqwMUy3AVFT5PycUSK6155pMM6SbgXAW9KuE,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16022619.465492,15307710.618149,16023209.126214,15307120.949857,6,6,0.99970163,0.9998350500000001,0.99976363,0.99980791
372400300,1760082100,5SjBoroKSaLzKKHh5ngb6wh2B4tUkLeJ2VDnRkCTxHCpyeZsq1HeDK3Vb2JpkLBXR6PgqF7Je44ums9YAVWJewTU,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,15951774.503281,15378556.698349,16022619.465492,15307710.618149,6,6,0.99970845,0.99983537,0.99976366,0.99980791
372398240,1760081282,4Q9xdWqvuWQfaW2fg58BBm77TPWSs8J5byXhaQfMWffSudJpo1DH6BxBJzHoqdHyYvCyjUs6EWfcREwN4ee6gEue,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,0.0,0.0,0.0,0.0,0,0,0.99977823,0.99980625,0.99977112,0.99980355
372397396,1760080950,5FhPdavShBv5zEB5tdrxgdD3k93ZYBxSA9Th5XXU9tiXDh4f4mDabtQxEnMjfaPt3MmSobXwQyNDgkNWunXAQbzo,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,15951756.404921,15378574.797047,15951774.503281,15378556.698349,6,6,0.99976124,0.9998027500000001,0.99977157,0.99980239
372397222,1760080881,B6UFn4p1dnLkrkz677hjb4kVkKvLEnGfQFfBfFx8YkfRNRCxYFAhRUaKQNYD5rXjrCXiXe3ne2vZCU6yk82pBPT,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,15951757.916082,15378573.285554,15951756.404921,15378574.797047,6,6,0.99971606,0.99979628,0.99977214,0.9998024400000001
372397199,1760080871,33GUqZWJ6Ke9Pa7D3Wi6Uk6nQqKeEdpehC87XmKFCdW2VYkNF5BPajuNDaihFpkC623XZf9xDfp34kb3gtZiHea3,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,15977302.355569,15353023.285554,15951757.916082,15378573.285554,6,6,0.99974225,0.99980267,0.99977226,0.99980248
372396841,1760080727,2bCqSDEsVUG9BNFTNrXg6AxEvEwMVrdyQ2XQFydbTXovgP63Z3rqMaKMeGq6XEu98JewVCztvoqc2vj8pMofDu6L,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,15977303.136732,15353022.50422,15977302.355569,15353023.285554,6,6,0.9998295700000001,0.99981127,0.99977243,0.99980243
372396252,1760080492,2APmzW9S5DWdQx6mU12WVMFR8zNyFAUZSabXQxtLv7DeyQwjsLTzJuCV2RSKrUEPysB5AX8N7JVDDEkGoxLEVGhF,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,15968303.136809,15362022.656831,15977303.136732,15353022.50422,6,6,0.9998071900000001,0.9998118300000001,0.99976895,0.99980187
372395768,1760080298,65g7ZjU2LsXYJ8D43qLGo2CHQUqpUqnXPCYC11n8ZhFRkbWinGx1BpfJSqkxpGUDr4N1MxpdjZ3PcEnNVM8CxUMG,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,15968286.950349,15362007.29246,15968303.136809,15362022.656831,6,6,0.99980006,0.9997813600000001,0.99976584,0.99980168
372395603,1760080231,28EVigwqRTnQMpbfLirEwsPyXSbBZPZEyRtwgxWhE5m97ZD4nSFhLKue17SHziX2MZEgQib62a3RdYHtQp4jrkeo,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,2633.636698,15362015.325374,2633.636698,15362007.29246,6,6,0.9998072,0.9997834800000001,0.99976516,0.99980181
372395507,1760080194,5vBynRXdFfZGTP8MM75hibomQzLnvqK7ag38TdLsDm9z6xZ3CsSJVfsi7Qm24y9kiTgchS7Pv1U8jjhmacztwg15,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16065550.534199,15264737.495578,15968293.455697,15362015.325374,6,6,0.99980952,0.9998035900000001,0.9997646,0.9998018200000001
372395162,1760080057,xrMctTJUxZuscqPwugPRTAfjSqBY5TdJkE2KHUNGSsvkbfkY1REvHRsRnLKWbC5uUuE2biywEP222rFpR8RtTY2,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16007241.337073,15323047.376635,16065550.534199,15264737.495578,6,6,0.99979776,0.99980432,0.99976253,0.99980174
372395009,1760079995,5BRHTKZkH5PcDQzYoYezxjCn8MksMh6J11zfiNE4sobYWNajhTFCRJAfBvx9xJP7xpv5HmM4VoTwCKqzmBkzWkGe,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16007236.703916,15323052.009856,16007241.337073,15323047.376635,6,6,0.99980992,0.9998067,0.9997621,0.99980175
372394796,1760079913,5bFEMniNBZfmCNihifxYcjwdSFsUhVKGN6Umj8brf2RtBnMj1gUdr86oZRo9o6FiFkSGRjPuQSQMyuTD1jNsiKZJ,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,15986771.421306,15343517.598866,16007236.703916,15323052.009856,6,6,0.99979564,0.99980978,0.99976169,0.99980161
372390935,1760078376,YFrT8MTmocc7vGfxdKeABHFd7guMeKd2sgqja6PZWAGWKhZc3WWZDkc5p112EJMtzqio5BZALYhjPTW4ddoEtXa,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,16062301.628219,15415037.191897,15986771.421306,15343517.598866,6,6,0.99983921,0.99980844,0.99974388,0.99980871
372388038,1760077228,3wiA7z2DosoKrbQByHupcn2APPYiWAp8YJ9q1fXVK286zjuiXhS4darMc6B2qB749GwRoWbxYZcNFjXXcr3UPfjL,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,0.0,0.0,0.0,0.0,0,0,0.99985273,0.9997999000000001,0.99971475,0.9998076
